iter	Logloss
0	0.6517826627
1	0.6167305727
2	0.5807508385
3	0.5502984869
4	0.5215152037
5	0.4929094991
6	0.4659441164
7	0.4412536562
8	0.4194504486
9	0.3988140501
10	0.3784666841
11	0.3619453339
12	0.3462830691
13	0.330284907
14	0.314285942
15	0.3000637211
16	0.2879105966
17	0.2764101643
18	0.2636114132
19	0.2511434563
20	0.2404415756
21	0.233575756
22	0.223317529
23	0.2143972953
24	0.2064049366
25	0.1987429853
26	0.1921993079
27	0.1849788856
28	0.1783022862
29	0.1723899093
30	0.166567221
31	0.161583104
32	0.1566676938
33	0.1516748548
34	0.1481028271
35	0.1435263586
36	0.1395788491
37	0.135986036
38	0.13365379
39	0.1304740376
40	0.1271662089
41	0.1238414989
42	0.1211017365
43	0.1186536182
44	0.1164515647
45	0.1150884895
46	0.1129561399
47	0.1106359532
48	0.1095129634
49	0.1073952027
50	0.1053284315
51	0.1041468608
52	0.1024689377
53	0.1011309918
54	0.09978418113
55	0.09849831827
56	0.09684775817
57	0.09581319007
58	0.09415272071
59	0.09286773309
60	0.09172994523
61	0.09060056235
62	0.08943277823
63	0.08787114497
64	0.0865856659
65	0.08588149386
66	0.08468432668
67	0.08384459699
68	0.0830033046
69	0.08188147403
70	0.0809370284
71	0.07993413905
72	0.07916346007
73	0.0783577559
74	0.07765670898
75	0.07692813476
76	0.07633419018
77	0.07600031955
78	0.07533893514
79	0.07473557999
80	0.07406937762
81	0.07338885662
82	0.07272736188
83	0.07225454591
84	0.07170505656
85	0.07124254477
86	0.07082278148
87	0.07028685879
88	0.06998439872
89	0.06928022225
90	0.06891236363
91	0.06822523629
92	0.06757877275
93	0.06709750966
94	0.06656742033
95	0.0663825074
96	0.06611676725
97	0.06581495171
98	0.0655699842
99	0.06505308346
100	0.06463012335
101	0.06404934274
102	0.06364736895
103	0.06312829252
104	0.06292864852
105	0.06265980184
106	0.06240826907
107	0.06211157064
108	0.06179918405
109	0.06162157571
110	0.06147666095
111	0.0610552017
112	0.06087125658
113	0.06064825022
114	0.06050943746
115	0.06019546219
116	0.05991638068
117	0.05970005338
118	0.05960914145
119	0.05948884269
120	0.05918679136
121	0.05887336559
122	0.05873764857
123	0.05865952892
124	0.05851738688
125	0.05815549592
126	0.05778159724
127	0.05755402866
128	0.05716192892
129	0.0568508835
130	0.05649971612
131	0.0561513727
132	0.05591099189
133	0.05547091524
134	0.05515211198
135	0.05498994873
136	0.05475327556
137	0.05459350374
138	0.05449713642
139	0.0543018186
140	0.0541178125
141	0.05390249903
142	0.05384108429
143	0.05349893566
144	0.05336653854
145	0.05319621291
146	0.0529448895
147	0.05269688685
148	0.05253371779
149	0.05229466147
150	0.05202286847
151	0.05190392725
152	0.05184018269
153	0.05169792147
154	0.05167290951
155	0.05152472071
156	0.05144639144
157	0.05129337949
158	0.05118388479
159	0.05103052043
160	0.05092061267
161	0.05059475617
162	0.05043773962
163	0.05028193082
164	0.05006176181
165	0.04992941815
166	0.04985346957
167	0.04968198586
168	0.04960858067
169	0.04937393947
170	0.04914319891
171	0.04901503806
172	0.04891974681
173	0.04877030747
174	0.04866335769
175	0.048596245
176	0.04849099485
177	0.04841866783
178	0.04831954608
179	0.04813933287
180	0.04802350402
181	0.04787371817
182	0.04774931418
183	0.04762166079
184	0.04748035976
185	0.04729648707
186	0.04715257045
187	0.04707047818
188	0.04697614616
189	0.04678797643
190	0.04668445099
191	0.04649226022
192	0.04635123656
193	0.04621460084
194	0.04601819541
195	0.04585965618
196	0.04571210396
197	0.0456580438
198	0.04557777525
199	0.04549535945
200	0.04532718011
201	0.04517890503
202	0.04514118485
203	0.04496511729
204	0.0449090126
205	0.0446725614
206	0.04449058611
207	0.04438862138
208	0.04413728651
209	0.04400763234
210	0.04384601607
211	0.04370370887
212	0.04361531015
213	0.04349179849
214	0.04339556802
215	0.04329431435
216	0.04320286833
217	0.04313311169
218	0.0430148921
219	0.04297735261
220	0.04283913584
221	0.04269166743
222	0.04260727779
223	0.04254135648
224	0.04245222756
225	0.04234703249
226	0.04222203142
227	0.04213379646
228	0.04199595961
229	0.04190285283
230	0.0418097179
231	0.04170263242
232	0.0416318656
233	0.04156648277
234	0.04148197968
235	0.04141331146
236	0.0412953063
237	0.04114910347
238	0.04106208783
239	0.04096411176
240	0.04084155793
241	0.04072178969
242	0.0405477128
243	0.04045820938
244	0.04037100037
245	0.04024301238
246	0.04019248803
247	0.04008405385
248	0.03992729778
249	0.03972001758
250	0.0396334388
251	0.0395869142
252	0.0394626663
253	0.0393047564
254	0.03919410156
255	0.03912568768
256	0.0389829836
257	0.03887988662
258	0.03883071496
259	0.03867981708
260	0.03860973492
261	0.03851401869
262	0.03834219984
263	0.03812916684
264	0.03806561566
265	0.03798722128
266	0.03781886159
267	0.0377906898
268	0.03771918464
269	0.03757354977
270	0.03740625523
271	0.03733610215
272	0.03718712564
273	0.03711173133
274	0.03703257472
275	0.03694301096
276	0.03687952266
277	0.03677541147
278	0.03663287505
279	0.03652314725
280	0.03637814557
281	0.03624028013
282	0.03615919405
283	0.03611356509
284	0.03599331602
285	0.03588854039
286	0.03571571711
287	0.03560028526
288	0.03551666711
289	0.03544404453
290	0.0353955062
291	0.03535578783
292	0.0352657586
293	0.0351968253
294	0.0350929877
295	0.03498215153
296	0.03491760073
297	0.03485415328
298	0.03478566012
299	0.03471304425
300	0.0346246266
301	0.03454374854
302	0.03445364421
303	0.03432345172
304	0.03423737755
305	0.03417389021
306	0.03403264121
307	0.03393990417
308	0.033894108
309	0.03376744007
310	0.03369780574
311	0.03358399813
312	0.03356083972
313	0.03348916408
314	0.03342808876
315	0.03322339498
316	0.03316401547
317	0.03309397501
318	0.03293007873
319	0.03285639031
320	0.03276378044
321	0.03261425348
322	0.03251497185
323	0.03249083466
324	0.03240113365
325	0.03229012217
326	0.0321974653
327	0.03208542833
328	0.0320221155
329	0.03191739535
330	0.03187227722
331	0.03181311107
332	0.03171253636
333	0.03163705305
334	0.03155243028
335	0.03149118787
336	0.03143751283
337	0.03138485884
338	0.03132776647
339	0.03126882685
340	0.03119212417
341	0.03110011158
342	0.03101960999
343	0.03096371276
344	0.03089621467
345	0.0308056474
346	0.03076553679
347	0.03070430533
348	0.03060039683
349	0.03050533748
350	0.03037390406
351	0.03033562867
352	0.03025796619
353	0.03023823515
354	0.03018746134
355	0.03010890608
356	0.030065606
357	0.03003244298
358	0.02998953567
359	0.02990893141
360	0.0298601678
361	0.0297658382
362	0.02970267393
363	0.02960207329
364	0.02953646677
365	0.02947886152
366	0.02940225637
367	0.0293072381
368	0.02922317451
369	0.02913518336
370	0.02907893113
371	0.02899268579
372	0.02894876286
373	0.02888171965
374	0.02882429171
375	0.02874959875
376	0.02867093591
377	0.0286217805
378	0.02852424273
379	0.02846979926
380	0.02841837803
381	0.02831727699
382	0.02824322201
383	0.02817994409
384	0.0281013289
385	0.028041098
386	0.02800465041
387	0.02792244939
388	0.02786564087
389	0.02782308592
390	0.02778612758
391	0.02770371978
392	0.02764215481
393	0.02761312862
394	0.02754823025
395	0.02750566761
396	0.02741474769
397	0.02738805732
398	0.02735076228
399	0.02729849897
400	0.02724168833
401	0.02722291074
402	0.02716173838
403	0.02709821439
404	0.02704009528
405	0.02696614271
406	0.02694837076
407	0.02688881918
408	0.02681191623
409	0.0267725792
410	0.02669560987
411	0.02660710101
412	0.02653244533
413	0.02647377583
414	0.02638884865
415	0.02634470596
416	0.02624306103
417	0.0262208028
418	0.02617652123
419	0.02609015602
420	0.02603412479
421	0.02596203159
422	0.02585490734
423	0.02579586951
424	0.02578741158
425	0.02574348204
426	0.02566343948
427	0.02555476374
428	0.02550029396
429	0.0254721913
430	0.02543934547
431	0.02535485268
432	0.02530042794
433	0.02520493741
434	0.02514166821
435	0.02508862102
436	0.02503872013
437	0.02495883877
438	0.02494176465
439	0.02489563669
440	0.0248158833
441	0.02476560725
442	0.02471790504
443	0.02464738814
444	0.02455857545
445	0.02451315668
446	0.0244246325
447	0.02434285574
448	0.02433362415
449	0.024262968
450	0.0242056078
451	0.02418180151
452	0.02409336886
453	0.02398112349
454	0.02390322491
455	0.02388955209
456	0.02385057483
457	0.02380748126
458	0.02374768858
459	0.02363942932
460	0.02358942455
461	0.0235601246
462	0.02351932134
463	0.02337024933
464	0.02329226142
465	0.02326404678
466	0.02325419295
467	0.02322112142
468	0.02320419611
469	0.0231224634
470	0.02308696624
471	0.02301985242
472	0.02298911594
473	0.02293665826
474	0.02288088617
475	0.02278155101
476	0.02276868192
477	0.02266905492
478	0.02264838203
479	0.02260880529
480	0.02252113727
481	0.02245880856
482	0.02238709857
483	0.02234325505
484	0.02231558612
485	0.02226674061
486	0.02221204064
487	0.02217433338
488	0.02212535472
489	0.0220589309
490	0.02201094015
491	0.02196310953
492	0.0218726718
493	0.02178351924
494	0.02176274321
495	0.02169548617
496	0.02167237111
497	0.02160839795
498	0.02158738916
499	0.02156303247
500	0.02148186601
501	0.02145620138
502	0.02140829316
503	0.02138741128
504	0.02136254891
505	0.02134917734
506	0.02130349678
507	0.02125751641
508	0.02122343252
509	0.02118295816
510	0.02110422239
511	0.02105157236
512	0.02101404995
513	0.02098817029
514	0.02095721462
515	0.0209454077
516	0.02091313464
517	0.02090264846
518	0.02087489582
519	0.02079570688
520	0.02075742738
521	0.02066896009
522	0.0206440478
523	0.02059827039
524	0.0205029908
525	0.02048197264
526	0.02041094362
527	0.02035159914
528	0.02031052646
529	0.02027086467
530	0.02023425466
531	0.02021556961
532	0.02014944054
533	0.0201414065
534	0.02011724532
535	0.02008655161
536	0.02005870244
537	0.02003792775
538	0.01999188571
539	0.01994798016
540	0.01992126548
541	0.01990050762
542	0.01986743667
543	0.01979638876
544	0.01974209246
545	0.01971209516
546	0.01970554245
547	0.01964177233
548	0.01959555371
549	0.0195610396
550	0.01954901082
551	0.01951244698
552	0.01947574699
553	0.01940329783
554	0.01938161666
555	0.01931207043
556	0.01925515983
557	0.01923068883
558	0.01920695341
559	0.01917935467
560	0.01911124845
561	0.01910366717
562	0.01907145566
563	0.0189939101
